state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
tamil nadu,chennai north,PAULRAJ .T,M,33,GEN,MMKA,BUCKET,387,0,387,1422392
tamil nadu,chennai north,RAMESH KANNAN .G,M,41,SC,RPI,Sewing Machine,257,0,257,1422392
tamil nadu,chennai north,VIJAYA KUMAR .K,M,44,GEN,TNMC,Pen Nib with Seven Rays,1145,0,1145,1422392
tamil nadu,chennai north,SRINIVASON .S,M,48,GEN,AAAP,Broom,6805,14,6819,1422392
tamil nadu,chennai north,ANBAZHAGAN .G,M,49,GEN,IND,Frying Pan,208,0,208,1422392
tamil nadu,chennai north,GIRIRAJ. D,M,47,GEN,IND,Gas Stove,414,0,414,1422392
tamil nadu,chennai north,KESAVAN. L,M,48,GEN,IND,Letter Box,1198,0,1198,1422392
tamil nadu,chennai north,KOLANGI. M,M,43,SC,IND,Table Lamp,1494,0,1494,1422392
tamil nadu,chennai north,CHARAVANAN. M.P.,M,53,GEN,IND,Bat,475,0,475,1422392
tamil nadu,chennai north,SIVASHANMUGA PERUMAL. S,M,62,GEN,IND,Shuttle,712,0,712,1422392
tamil nadu,chennai north,SEETHA MALLAR. A,F,40,SC,IND,Slate,469,0,469,1422392
tamil nadu,chennai north,SRINIVASAN. J,M,36,GEN,IND,Dish Antenna,964,0,964,1422392
tamil nadu,chennai north,SUNDAR. G,M,35,SC,IND,Cup & Saucer,870,0,870,1422392
tamil nadu,chennai north,SENTHIL KUMAR. K,M,59,GEN,IND,Electric Pole,472,0,472,1422392
tamil nadu,chennai north,DEEPAK. C,M,34,GEN,IND,Ring,475,0,475,1422392
tamil nadu,chennai north,DURAI BABU. R,M,37,GEN,IND,Cot,297,0,297,1422392
tamil nadu,chennai north,DEVARAJ. G,M,32,SC,IND,Candles,386,0,386,1422392
tamil nadu,chennai north,PAUL KANAGARAJ. R.C,M,49,GEN,IND,Kite,1588,1,1589,1422392
tamil nadu,chennai north,BALAJI. E,M,40,SC,IND,Violin,311,0,311,1422392
tamil nadu,chennai north,PRABHAKARAN. K,M,31,SC,IND,Television,457,0,457,1422392
tamil nadu,chennai north,PONRAJ. P,M,43,GEN,IND,Grapes,208,0,208,1422392
tamil nadu,chennai north,MAHENDRAN. K.P.P.,M,47,GEN,IND,Camera,343,0,343,1422392
tamil nadu,chennai north,MARIMUTHU. P,M,57,GEN,IND,Gas Cylinder,777,0,777,1422392
tamil nadu,chennai north,MARIRAJ. T.R,M,45,GEN,IND,Balloon,559,0,559,1422392
tamil nadu,chennai north,MOHAMED MAJASUDDIN,M,34,GEN,IND,Tent,301,1,302,1422392
tamil nadu,chennai north,YOGARAJ. S,M,27,GEN,IND,Pot,206,0,206,1422392
tamil nadu,chennai north,RAVIKUMAR. T,M,43,SC,IND,Batsman,211,0,211,1422392
tamil nadu,chennai north,RAVI PARIYANAR. D,M,37,SC,IND,Coconut,600,0,600,1422392
tamil nadu,chennai north,RAMASAMY. M.D.,M,55,GEN,IND,Battery Torch,234,0,234,1422392
tamil nadu,chennai north,RAJ. N,M,42,SC,IND,Hat,216,0,216,1422392
tamil nadu,chennai north,RAJA. B,M,29,GEN,IND,Ceiling Fan,337,0,337,1422392
tamil nadu,chennai north,None of the Above,,0,,NOTA,NOTA,17463,9,17472,1422392
tamil nadu,chennai south,GANESAN  S,M,57,GEN,SUCI,Glass Tumbler,1706,2,1708,1795776
tamil nadu,chennai south,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,80,GEN,IND,Bread,1638,9,1647,1795776
tamil nadu,chennai south,(KUPPAL)G.DEVADOSS,M,61,GEN,IND,Coconut,511,0,511,1795776
tamil nadu,chennai south,A. JAIGANESH,M,29,GEN,LSP,Whistle,518,0,518,1795776
tamil nadu,chennai south,LA.GANESAN,M,69,GEN,BJP,Lotus,257970,292,258262,1795776
tamil nadu,chennai south,S. BALU,M,49,GEN,IND,Stool,259,0,259,1795776
tamil nadu,chennai south,COLONEL KADAR BASHA,M,70,GEN,IND,Ceiling Fan,426,1,427,1795776
tamil nadu,chennai south,DR. J. JAYAVARDHAN,M,26,GEN,ADMK,Two Leaves,434229,311,434540,1795776
tamil nadu,chennai south,T. DHANASEKAR,M,62,GEN,NOC,Candles,325,3,328,1795776
tamil nadu,chennai south,RAJINI NIVETHA,F,43,GEN,IND,CALCULATOR,140,0,140,1795776
tamil nadu,chennai south,R. RAVICHANDRAN,M,48,SC,IND,Kite,213,2,215,1795776
tamil nadu,chennai south,V. BALAJI,M,33,SC,BSP,Elephant,1527,2,1529,1795776
tamil nadu,chennai south,S.S.RADHAKRISHNAN,M,65,GEN,IND,Carrot,373,0,373,1795776
tamil nadu,chennai south,THANGARAJ,M,26,SC,IND,HOCKEY & BALL,187,1,188,1795776
tamil nadu,chennai south,S. DEVADOSS,M,49,GEN,IND,Battery Torch,233,0,233,1795776
tamil nadu,chennai south,S. SEETHALAKSHMI,F,45,GEN,TNMC,Pen Nib with Seven Rays,1289,0,1289,1795776
tamil nadu,chennai south,JAHIR HUSSAIN. M,M,47,GEN,AAAP,Broom,17172,36,17208,1795776
tamil nadu,chennai south,S. PARTHIBAN,M,48,GEN,IND,Dao,174,0,174,1795776
tamil nadu,chennai south,LOGANATHAN,M,46,GEN,IND,Table,117,0,117,1795776
tamil nadu,chennai south,A. IRUDAYADASS,M,53,GEN,IND,Balloon,975,1,976,1795776
tamil nadu,chennai south,T.K.S.ELANGOVAN,M,59,GEN,DMK,Rising Sun,298427,538,298965,1795776
tamil nadu,chennai south,J.S. MAHALINGAM,M,53,GEN,IND,Hat,267,0,267,1795776
tamil nadu,chennai south,M. ARUMUGAM,M,55,GEN,IND,Iron,219,2,221,1795776
tamil nadu,chennai south,K. MANI,M,61,GEN,JD(U),Arrow,273,1,274,1795776
tamil nadu,chennai south,KANTHAVEL  D,M,37,SC,IND,Shuttle,865,0,865,1795776
tamil nadu,chennai south,S. BALAMURALI,M,31,GEN,IND,Cup & Saucer,416,0,416,1795776
tamil nadu,chennai south,S. RAJESHWARI,F,29,SC,IND,Chappals,157,0,157,1795776
tamil nadu,chennai south,S. VEERAMANI,M,63,GEN,IND,Black Board,105,0,105,1795776
tamil nadu,chennai south,S.V. RAMANI,M,57,GEN,INC,Hand,24239,37,24276,1795776
tamil nadu,chennai south,B. KUMAR SRI SRI,M,37,GEN,IND,Brief Case,232,0,232,1795776
tamil nadu,chennai south,BHAVANI JANAKIRAM,F,57,GEN,IND,Trumpet,244,0,244,1795776
tamil nadu,chennai south,S. PRAGASAM,M,40,SC,IND,BELT,636,0,636,1795776
tamil nadu,chennai south,T. PONNUSAMY,M,48,GEN,IND,CUTTING PLIERS,533,0,533,1795776
tamil nadu,chennai south,A. MAGESH,M,31,GEN,IND,Funnel,121,0,121,1795776
tamil nadu,chennai south,PON. SIVA KUMAR,M,39,SC,IND,Sewing Machine,271,0,271,1795776
tamil nadu,chennai south,S. CHARUMATHI,F,39,SC,IND,Cake,256,1,257,1795776
tamil nadu,chennai south,S. SESU RAJ,M,44,GEN,IND,Batsman,203,0,203,1795776
tamil nadu,chennai south,K. SHANKAR,M,61,GEN,IND,Brush,498,0,498,1795776
tamil nadu,chennai south,JOSEPH GUNASEKAR,M,41,GEN,IND,Electric Pole,253,0,253,1795776
tamil nadu,chennai south,R. KANDASAMY@BABU,M,47,GEN,APM,Ring,371,1,372,1795776
tamil nadu,chennai south,M. JAYARAMAN,M,41,GEN,IND,Gas Cylinder,191,1,192,1795776
tamil nadu,chennai south,T.K. RAMAJAYAM,M,74,GEN,IND,Slate,1180,0,1180,1795776
tamil nadu,chennai south,None of the Above,,0,,NOTA,NOTA,20200,29,20229,1795776
tamil nadu,chennai central,S.D. KRISHNAKUMAR,M,39,GEN,RPI(A),Sewing Machine,1527,1,1528,1328038
tamil nadu,chennai central,S.R. VIJAYAKUMAR,M,40,GEN,ADMK,Two Leaves,333103,193,333296,1328038
tamil nadu,chennai central,J. PRABHAKAR,M,58,GEN,AAAP,Broom,19515,38,19553,1328038
tamil nadu,chennai central,B. AMBETH VENKATESH,M,52,SC,IND,Candles,387,3,390,1328038
tamil nadu,chennai central,J. CONSTANDINE RAVINDRAN,M,46,GEN,DMDK,Nagara,114759,39,114798,1328038
tamil nadu,chennai central,MURALIKRISHNAN (A) SAMARAN,M,27,SC,BSP,Elephant,2527,4,2531,1328038
tamil nadu,chennai central,D. BABU,M,36,SC,IND,Batsman,261,0,261,1328038
tamil nadu,chennai central,C.D. MEYYAPPAN,M,51,GEN,INC,Hand,25963,18,25981,1328038
tamil nadu,chennai central,DAYANIDHI MARAN,M,47,GEN,DMK,Rising Sun,286980,475,287455,1328038
tamil nadu,chennai central,M. PRABAKARAN,M,40,GEN,IND,Brush,329,7,336,1328038
tamil nadu,chennai central,M. MURUGAN,M,40,SC,IND,Chappals,696,1,697,1328038
tamil nadu,chennai central,P. MANIMARAN,M,49,SC,IND,Black Board,391,0,391,1328038
tamil nadu,chennai central,K.RAVEENDRAN,M,26,GEN,IND,Cauliflower,369,0,369,1328038
tamil nadu,chennai central,D. RAMESH,M,52,GEN,IND,Balloon,259,0,259,1328038
tamil nadu,chennai central,M. MOHAMED RASIK,M,29,GEN,IND,Battery Torch,2015,4,2019,1328038
tamil nadu,chennai central,V. CHANDRAMOHAN,M,44,SC,IND,Brief Case,322,2,324,1328038
tamil nadu,chennai central,T. RAVIKUMAR,M,51,SC,IND,Table Lamp,971,2,973,1328038
tamil nadu,chennai central,AUDITOR GOPINARAYANAN,M,58,GEN,MMKA,BUCKET,805,0,805,1328038
tamil nadu,chennai central,P. AHILA,F,62,GEN,IND,Ring,578,1,579,1328038
tamil nadu,chennai central,ARUNDHATHI JAIGANESH (A) S.JAIGANESH,M,42,SC,IND,BELT,389,1,390,1328038
tamil nadu,chennai central,None of the Above,,0,,NOTA,NOTA,21933,26,21959,1328038
tamil nadu,sriperumbudur,ARUL ANBARASU,M,42,GEN,INC,Hand,39008,7,39015,1946503
tamil nadu,sriperumbudur,"RAMACHANDRAN, K.N. THIRU",M,59,GEN,ADMK,Two Leaves,545643,177,545820,1946503
tamil nadu,sriperumbudur,"MOHAMED ABBAS, S. THIRU",M,35,GEN,BSP,Elephant,4975,2,4977,1946503
tamil nadu,sriperumbudur,"JAGATHRAKSHAKAN, S. THIRU",M,66,GEN,DMK,Rising Sun,442906,268,443174,1946503
tamil nadu,sriperumbudur,"BHARATHI, K. THIRU",M,33,SC,CPI(ML)(L),Flag with Three Stars,4739,4,4743,1946503
tamil nadu,sriperumbudur,PULAVAR. E.SU. MANI. THIRU,M,68,GEN,NOC,Candles,870,0,870,1946503
tamil nadu,sriperumbudur,"MASILAMANI, R. (DR).",M,63,GEN,MDMK,Top,187049,45,187094,1946503
tamil nadu,sriperumbudur,"VASIGARAN, S.A.N. THIRU",M,50,GEN,AAAP,Broom,18953,10,18963,1946503
tamil nadu,sriperumbudur,"SRIDHAR, C. THIRU",M,33,GEN,UMK,Gas Cylinder,497,0,497,1946503
tamil nadu,sriperumbudur,"AYODHI, L.( DR).",M,49,GEN,IND,Carrot,699,0,699,1946503
tamil nadu,sriperumbudur,"SHANMUGAM, K. THIRU",M,36,GEN,IND,Diesel Pump,291,0,291,1946503
tamil nadu,sriperumbudur,"SHANMUGAM, G. THIRU",M,70,SC,IND,Battery Torch,372,0,372,1946503
tamil nadu,sriperumbudur,SAMPATH. K. THIRU,M,43,GEN,IND,Scissors,1301,0,1301,1946503
tamil nadu,sriperumbudur,"PALANI, A. THIRU",M,34,SC,IND,Ring,781,0,781,1946503
tamil nadu,sriperumbudur,BHARATHIDASAN R. THIRU.,M,30,GEN,IND,Pot,811,0,811,1946503
tamil nadu,sriperumbudur,"PUGAZHENDI, A. THIRU",M,36,GEN,IND,Cup & Saucer,1726,0,1726,1946503
tamil nadu,sriperumbudur,"MADHAVARAJ, K.V. THIRU.",M,47,GEN,IND,Table Lamp,1165,0,1165,1946503
tamil nadu,sriperumbudur,"RAMESH, THIRU",M,46,GEN,IND,Coconut,2782,0,2782,1946503
tamil nadu,sriperumbudur,"RAMACHANDIRAN, K. THIRU",M,42,SC,IND,Camera,791,0,791,1946503
tamil nadu,sriperumbudur,"RAJAGOPAL MALLAR, P. THIRU",M,64,SC,IND,Pen Nib with Seven Rays,2622,0,2622,1946503
tamil nadu,sriperumbudur,"SRIDHAR,M.THIRU",M,41,GEN,IND,Stool,477,0,477,1946503
tamil nadu,sriperumbudur,None of the Above,,0,,NOTA,NOTA,27669,7,27676,1946503
tamil nadu,kancheepuram,SATHIYARAJ  J.S,M,34,SC,BSP,Elephant,6794,13,6807,1480123
tamil nadu,kancheepuram,SELVAM  G,M,40,SC,DMK,Rising Sun,351851,678,352529,1480123
tamil nadu,kancheepuram,MARAGATHAM  K,F,32,SC,ADMK,Two Leaves,499010,385,499395,1480123
tamil nadu,kancheepuram,VISWANATHAN  P,M,49,SC,INC,Hand,33266,47,33313,1480123
tamil nadu,kancheepuram,SATHYA  C.E.,M,50,SC,MDMK,Top,206880,200,207080,1480123
tamil nadu,kancheepuram,ULAGANATHAN  .A,M,43,SC,IND,Ceiling Fan,1479,0,1479,1480123
tamil nadu,kancheepuram,"SATHIYANATHAN, N.",M,51,SC,IND,Kite,1088,1,1089,1480123
tamil nadu,kancheepuram,SRINIVASAN C.,M,61,SC,IND,Hat,1090,0,1090,1480123
tamil nadu,kancheepuram,PARGUNAN  A.,M,27,SC,IND,Balloon,1367,1,1368,1480123
tamil nadu,kancheepuram,"BALAMURUGAN, R",M,29,SC,IND,Candles,2894,1,2895,1480123
tamil nadu,kancheepuram,MARAGATHAM M,F,37,SC,IND,Shuttle,3616,2,3618,1480123
tamil nadu,kancheepuram,None of the Above,,0,,NOTA,NOTA,17721,15,17736,1480123
tamil nadu,arakkonam,"HARI, G.",M,53,GEN,ADMK,Two Leaves,492667,867,493534,1401813
tamil nadu,arakkonam,"ELANGO, N.R",M,47,GEN,DMK,Rising Sun,252073,695,252768,1401813
tamil nadu,arakkonam,"DASS, D.",M,43,SC,BSP,Elephant,7348,6,7354,1401813
tamil nadu,arakkonam,"RAJESH, R",M,34,GEN,INC,Hand,56300,37,56337,1401813
tamil nadu,arakkonam,"RAJESH, S.",M,28,GEN,AAAP,Broom,4008,13,4021,1401813
tamil nadu,arakkonam,"VELU, R.",M,73,GEN,PMK,Mango,233390,372,233762,1401813
tamil nadu,arakkonam,"HARI, S.",M,25,GEN,IND,Coat,1458,0,1458,1401813
tamil nadu,arakkonam,"HARI, S.",M,40,GEN,IND,Brush,599,0,599,1401813
tamil nadu,arakkonam,"HARIKRISHNAN, P.",M,28,GEN,IND,Carrot,541,0,541,1401813
tamil nadu,arakkonam,"ARUN, N.",M,56,SC,IND,Scissors,610,0,610,1401813
tamil nadu,arakkonam,"RAVI, V.",M,48,SC,IND,Balloon,2198,0,2198,1401813
tamil nadu,arakkonam,"ELANGO, D.",M,49,GEN,IND,Battery Torch,517,0,517,1401813
tamil nadu,arakkonam,"ELANGO, N.",M,43,GEN,IND,Cup & Saucer,918,0,918,1401813
tamil nadu,arakkonam,"ELANGOVAN, A.",M,33,GEN,IND,Table Lamp,804,0,804,1401813
tamil nadu,arakkonam,"ELANGOVAN, D.",M,28,GEN,IND,Grapes,1553,3,1556,1401813
tamil nadu,arakkonam,PANCHU.UDAYAKUMAR,M,35,SC,IND,Electric Pole,6024,1,6025,1401813
tamil nadu,arakkonam,"GAJENDRAN, S.",M,36,GEN,IND,Chappals,6570,0,6570,1401813
tamil nadu,arakkonam,"GOPINATHAN, G.",M,55,SC,IND,CHESS BOARD,1955,0,1955,1401813
tamil nadu,arakkonam,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",M,53,SC,IND,Camera,484,0,484,1401813
tamil nadu,arakkonam,"SHETTU, S.",M,41,SC,IND,Gas Cylinder,570,0,570,1401813
tamil nadu,arakkonam,"RAVI, N.D.",M,50,GEN,IND,Candles,470,1,471,1401813
tamil nadu,arakkonam,"VADIVEL, A.",M,34,SC,IND,Batsman,1023,0,1023,1401813
tamil nadu,arakkonam,"VISWANATHAN, P.",M,42,GEN,IND,Ring,1434,0,1434,1401813
tamil nadu,arakkonam,"VELU, R.",M,31,SC,IND,Pot,747,0,747,1401813
tamil nadu,arakkonam,"VELU, D.",M,53,GEN,IND,Coconut,920,0,920,1401813
tamil nadu,arakkonam,"VELU, V.",M,47,SC,IND,Bread,783,0,783,1401813
tamil nadu,arakkonam,"SRIDHAR, R.S",M,53,GEN,IND,Black Board,723,0,723,1401813
tamil nadu,arakkonam,None of the Above,,0,,NOTA,NOTA,10355,15,10370,1401813
tamil nadu,vellore,"SHANMUGAM, A.C.",M,63,GEN,BJP,Lotus,324058,268,324326,1312259
tamil nadu,vellore,"SENGUTTUVAN, B.",M,57,GEN,ADMK,Two Leaves,383583,136,383719,1312259
tamil nadu,vellore,"VIJAY ELANCHEZIAN, J.",M,32,GEN,INC,Hand,21641,9,21650,1312259
tamil nadu,vellore,JAYAPRAKASH,M,35,SC,BSP,Elephant,2791,0,2791,1312259
tamil nadu,vellore,"ABDUL RAHMAN, M.",M,54,GEN,IUML,Ladder,205239,657,205896,1312259
tamil nadu,vellore,"IMDAD SHARIFF, A.",M,34,GEN,AAAP,Broom,3737,5,3742,1312259
tamil nadu,vellore,"GANGADHARAN, K.",M,40,GEN,TNMC,Frying Pan,429,1,430,1312259
tamil nadu,vellore,"NANDHA KUMAR, V.",M,32,GEN,SP,Bicycle,745,0,745,1312259
tamil nadu,vellore,"GEORGE, V.A.",M,57,GEN,BDBRAJP,Ceiling Fan,490,1,491,1312259
tamil nadu,vellore,"SHAREEF BASHA, H.",M,36,GEN,SAP,Scissors,496,0,496,1312259
tamil nadu,vellore,"ABDUL RAHMAN, N.",M,57,GEN,IND,Candles,581,0,581,1312259
tamil nadu,vellore,"ABDUL RAHMAN, B.",M,57,GEN,IND,Cot,1052,0,1052,1312259
tamil nadu,vellore,"ESWARAN, R.",M,49,GEN,IND,Ring,790,0,790,1312259
tamil nadu,vellore,"GANGADARAN, K.",M,70,SC,IND,Glass Tumbler,991,0,991,1312259
tamil nadu,vellore,"KESAVAN, M.",M,46,GEN,IND,Gas Cylinder,1708,0,1708,1312259
tamil nadu,vellore,"GOPU, C.",M,58,GEN,IND,Pen Nib with Seven Rays,6056,0,6056,1312259
tamil nadu,vellore,"GOVINDAN, C.",M,44,ST,IND,Balloon,4169,0,4169,1312259
tamil nadu,vellore,"SIVAPRAKASAM, R.S.",M,58,GEN,IND,Cake,3603,0,3603,1312259
tamil nadu,vellore,"SUGUMAR, K.",M,62,GEN,IND,Carrot,828,0,828,1312259
tamil nadu,vellore,"DHANDAPANI, M.",M,66,GEN,IND,Hat,558,0,558,1312259
tamil nadu,vellore,"THIRUPATHY, T.",M,66,GEN,IND,Pot,1293,0,1293,1312259
tamil nadu,vellore,"MANIMARAN, M.",M,26,SC,IND,BELT,430,0,430,1312259
tamil nadu,vellore,"LALITHA, K.",F,49,GEN,IND,Battery Torch,561,0,561,1312259
tamil nadu,vellore,"VENKATESAN, R.",M,42,GEN,IND,Coconut,764,0,764,1312259
tamil nadu,vellore,None of the Above,,0,,NOTA,NOTA,7094,6,7100,1312259
tamil nadu,krishnagiri,ASHOK KUMAR.K,M,60,GEN,ADMK,Two Leaves,480441,50,480491,1379957
tamil nadu,krishnagiri,CHANBASHA.M,M,50,GEN,BSP,Elephant,8617,1,8618,1379957
tamil nadu,krishnagiri,CHINNA PILLAPPA.P,M,54,GEN,DMK,Rising Sun,273876,24,273900,1379957
tamil nadu,krishnagiri,CHELLAKUMAR. DR. A,M,54,GEN,INC,Hand,38877,8,38885,1379957
tamil nadu,krishnagiri,GOWDA.NSM,M,44,GEN,JD(S),A lady farmer carrying paddy on her head,3032,1,3033,1379957
tamil nadu,krishnagiri,SUNDARAM.S,M,56,GEN,UCPI,Ring,3665,0,3665,1379957
tamil nadu,krishnagiri,MANI.G.K,M,65,GEN,PMK,Mango,224920,43,224963,1379957
tamil nadu,krishnagiri,MUNIRAJ.K,M,38,GEN,UMK,Gas Cylinder,2135,0,2135,1379957
tamil nadu,krishnagiri,ASHOK KUMAR.A,M,29,GEN,IND,Balloon,3875,0,3875,1379957
tamil nadu,krishnagiri,GANDHI.TVS,M,41,GEN,IND,Batsman,1519,0,1519,1379957
tamil nadu,krishnagiri,SARAVANAN.V,M,51,GEN,IND,Coconut,2737,0,2737,1379957
tamil nadu,krishnagiri,SOUNDARAJAN.M,M,33,GEN,IND,Ceiling Fan,1743,1,1744,1379957
tamil nadu,krishnagiri,PATTABIRAMA.C,M,41,SC,IND,Candles,2015,0,2015,1379957
tamil nadu,krishnagiri,VIRGINIYA BENATIN FRANCILES,F,42,GEN,IND,Black Board,2530,0,2530,1379957
tamil nadu,krishnagiri,VINOTHKUMAR.P,M,29,SC,IND,Brief Case,2261,0,2261,1379957
tamil nadu,krishnagiri,None of the Above,,0,,NOTA,NOTA,16014,6,16020,1379957
tamil nadu,dharmapuri,THAMARAISELVAN.R,M,50,GEN,DMK,Rising Sun,180110,187,180297,1358273
tamil nadu,dharmapuri,MOHAN.P.S,M,62,GEN,ADMK,Two Leaves,390718,330,391048,1358273
tamil nadu,dharmapuri,RAJINIKANTH.S,M,36,SC,BSP,Elephant,8179,1,8180,1358273
tamil nadu,dharmapuri,RAMA SUGANTHAN,M,43,GEN,INC,Hand,15450,5,15455,1358273
tamil nadu,dharmapuri,ANBUMANI RAMADOSS,M,45,GEN,PMK,Mango,467775,419,468194,1358273
tamil nadu,dharmapuri,SAVITHIRI.K,F,42,GEN,UMK,Gas Cylinder,3164,0,3164,1358273
tamil nadu,dharmapuri,ANGURAJ.P,M,44,GEN,IND,Balloon,3905,0,3905,1358273
tamil nadu,dharmapuri,ARIVAZHAGAN.P,M,44,GEN,IND,Coconut,2802,0,2802,1358273
tamil nadu,dharmapuri,ARIVUDAINAMBI.M,M,50,GEN,IND,Cauliflower,1401,2,1403,1358273
tamil nadu,dharmapuri,ANBUMANI.G,F,28,GEN,IND,Grapes,1366,4,1370,1358273
tamil nadu,dharmapuri,ANANDKUMAR.K,M,46,GEN,IND,Pot,1978,0,1978,1358273
tamil nadu,dharmapuri,KUMARAN.V,M,44,GEN,IND,Battery Torch,2413,0,2413,1358273
tamil nadu,dharmapuri,SAMBATH.M,M,46,GEN,IND,Stethoscope,1310,0,1310,1358273
tamil nadu,dharmapuri,NATARAJAN.R,M,46,GEN,IND,Electric Pole,2199,0,2199,1358273
tamil nadu,dharmapuri,PADMARAJAN.K.DR,M,55,GEN,IND,Ring,4934,0,4934,1358273
tamil nadu,dharmapuri,None of the Above,,0,,NOTA,NOTA,12681,12,12693,1358273
tamil nadu,tiruvannamalai,ANNADURAI C N,M,41,GEN,DMK,Rising Sun,330266,1879,332145,1352966
tamil nadu,tiruvannamalai,SUBRAMANIYAN A,M,55,GEN,INC,Hand,17824,30,17854,1352966
tamil nadu,tiruvannamalai,BASKARAN  M R,M,49,SC,BSP,Elephant,4326,2,4328,1352966
tamil nadu,tiruvannamalai,VANAROJA R,F,55,GEN,ADMK,Two Leaves,499337,1414,500751,1352966
tamil nadu,tiruvannamalai,ARUMUGAM C,M,38,GEN,SP,Bicycle,6275,3,6278,1352966
tamil nadu,tiruvannamalai,EDIROLI MANIAN G,M,51,GEN,PMK,Mango,157391,563,157954,1352966
tamil nadu,tiruvannamalai,MANIKKAVEL M R,M,72,GEN,JD(S),A lady farmer carrying paddy on her head,1549,6,1555,1352966
tamil nadu,tiruvannamalai,RAVINDRAN T,M,35,GEN,TNMC,Pen Nib with Seven Rays,1998,1,1999,1352966
tamil nadu,tiruvannamalai,ANNADURAI A,M,45,GEN,IND,Batsman,864,1,865,1352966
tamil nadu,tiruvannamalai,ANNADURAI B,M,46,SC,IND,Whistle,1693,0,1693,1352966
tamil nadu,tiruvannamalai,ARUNACHALAM P,M,41,GEN,IND,Mixee,736,0,736,1352966
tamil nadu,tiruvannamalai,ARULJOTHI A,F,34,GEN,IND,Battery Torch,904,0,904,1352966
tamil nadu,tiruvannamalai,ANBALAGAN D,M,38,GEN,IND,Shuttle,1686,0,1686,1352966
tamil nadu,tiruvannamalai,ARUMUGAM R,M,35,GEN,IND,Neck Tie,971,2,973,1352966
tamil nadu,tiruvannamalai,KAMARAJ M,M,44,SC,IND,Electric Pole,1369,0,1369,1352966
tamil nadu,tiruvannamalai,KOTHANDAPANI B,M,35,SC,IND,Scissors,4688,0,4688,1352966
tamil nadu,tiruvannamalai,SENTHIL S,M,33,GEN,IND,Kite,3867,0,3867,1352966
tamil nadu,tiruvannamalai,PRABAKARAN L,M,33,GEN,IND,Gas Cylinder,679,0,679,1352966
tamil nadu,tiruvannamalai,MURUGAN P,M,32,SC,IND,Pot,988,3,991,1352966
tamil nadu,tiruvannamalai,MURUGESAN K,M,51,GEN,IND,Coconut,10702,6,10708,1352966
tamil nadu,tiruvannamalai,RAMESH P,M,33,GEN,IND,Balloon,2444,1,2445,1352966
tamil nadu,tiruvannamalai,LOGANATHAN P,M,36,SC,IND,Pressure Cooker,1729,0,1729,1352966
tamil nadu,tiruvannamalai,VELMURUGAN A,M,38,GEN,IND,Dish Antenna,724,0,724,1352966
tamil nadu,tiruvannamalai,VAITHIYANATHAN S,M,66,GEN,IND,Nail Cutter,931,0,931,1352966
tamil nadu,tiruvannamalai,None of the Above,,0,,NOTA,NOTA,9563,32,9595,1352966
tamil nadu,arani,V.ELUMALAI,M,58,GEN,ADMK,Two Leaves,501662,1059,502721,1369668
tamil nadu,arani,A.GANESAN,M,55,SC,BSP,Elephant,5568,5,5573,1369668
tamil nadu,arani,SIVANANDAM.R,M,65,GEN,DMK,Rising Sun,257516,1361,258877,1369668
tamil nadu,arani,M.K.VISHNU PRASAD,M,42,GEN,INC,Hand,27679,38,27717,1369668
tamil nadu,arani,V.ANNA VENKATESH,M,58,GEN,ADSMK,Candles,2369,3,2372,1369668
tamil nadu,arani,A.K.MOORTHY,M,50,GEN,PMK,Mango,252310,1022,253332,1369668
tamil nadu,arani,K.ELUMALAI,M,48,GEN,IND,Electric Pole,1243,0,1243,1369668
tamil nadu,arani,S.ELUMALAI,M,60,GEN,IND,Kite,513,0,513,1369668
tamil nadu,arani,R.SARASWATHI,F,41,SC,IND,Battery Torch,666,2,668,1369668
tamil nadu,arani,H.SENTHILKUMAR,M,31,GEN,IND,Carrot,798,0,798,1369668
tamil nadu,arani,S.SENTHILNATHAN,M,44,GEN,IND,Dao,1742,4,1746,1369668
tamil nadu,arani,M.DURAIRAJ,M,55,SC,IND,Scissors,910,0,910,1369668
tamil nadu,arani,A.MAHADEVAN,M,31,GEN,IND,Table Lamp,1307,2,1309,1369668
tamil nadu,arani,S.MANIKANDAN,M,36,GEN,IND,Pot,1952,0,1952,1369668
tamil nadu,arani,M.MUNUSAMY,M,59,SC,IND,Coconut,2596,2,2598,1369668
tamil nadu,arani,K.MOORTHY,M,38,GEN,IND,Ring,10258,5,10263,1369668
tamil nadu,arani,V.MOORTHY,M,58,GEN,IND,Green Chilli,8059,0,8059,1369668
tamil nadu,arani,S.RAMAMOORTHY,M,38,GEN,IND,Balloon,1760,0,1760,1369668
tamil nadu,arani,P.LOGANATHAN,M,35,GEN,IND,Gas Cylinder,4329,2,4331,1369668
tamil nadu,arani,None of the Above,,0,,NOTA,NOTA,9265,39,9304,1369668
tamil nadu,viluppuram,ANANDAN G,M,53,SC,CPM,"Hammer, Sickle and Star",17374,34,17408,1387007
tamil nadu,viluppuram,UMASANKAR K,M,39,SC,DMDK,Nagara,209162,501,209663,1387007
tamil nadu,viluppuram,KARUNSIRUTHAI KALIYAMURTHI G,M,48,SC,BSP,Elephant,2677,6,2683,1387007
